recommendation_id,constituency_id,recommendation_type,title,description,priority,confidence_score,impact_score,effort_level,target_audience,estimated_cost,estimated_timeline_days,status,assigned_to,ai_reasoning,data_sources,expected_outcomes,risks,created_at,updated_at,completed_at,feedback_rating,feedback_notes
2031fa4d-472e-44bb-b609-e8589cb4e43f,PC03,resource_allocation,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,high,0.8,89.7,high,all,466975.53,27,accepted,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 23%"", ""Benefit 4132 people directly""]","[""Timeline delays""]",2025-12-03 21:53:00,2025-12-29 21:53:00,,,
f5307aa7-068e-4b37-8115-306765e71f7a,PC03,outreach,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,critical,0.93,90.6,low,all,255787.29,58,in_progress,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 26%"", ""Benefit 3610 people directly""]","[""Stakeholder resistance""]",2025-01-06 00:53:00,2025-01-18 00:53:00,,,
ab117c6a-3167-4ec8-80cc-4524b129f549,PC03,crisis_response,Improve education in Ward 5,Recommendation based on AI analysis of ground data,medium,0.78,60.8,low,youth,205374.43,57,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 33%"", ""Benefit 2012 people directly""]","[""Timeline delays""]",2025-09-06 15:51:00,2025-09-13 15:51:00,,,
8236cb9b-40b0-4ebd-bd49-3387d0a469b5,PC03,policy,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,low,0.72,75.0,medium,youth,207522.68,13,accepted,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 30%"", ""Benefit 1813 people directly""]","[""Budget constraints""]",2025-04-08 22:16:00,2025-04-21 22:16:00,,,
faffa090-febd-4652-bcac-c3ccb4e28a39,PC03,crisis_response,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,critical,0.92,84.8,low,women,394372.08,68,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 25%"", ""Benefit 2727 people directly""]","[""Budget constraints""]",2025-12-20 09:02:00,2026-01-01 09:02:00,2026-02-28 09:02:00,4.0,
743d5315-e7ba-4a76-b28d-325894cb8462,PC03,crisis_response,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,medium,0.86,66.5,medium,youth,100721.76,24,completed,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 30%"", ""Benefit 2316 people directly""]",[],2025-04-05 09:52:00,2025-04-30 09:52:00,2025-06-26 09:52:00,4.0,"Good implementation, achieved 94% of objectives"
6dc8d852-aea4-414e-b35f-cad594645200,PC04,policy,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,low,0.87,69.8,high,women,337879.19,20,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 37%"", ""Benefit 1541 people directly""]","[""Weather conditions""]",2025-10-17 13:47:00,2025-11-12 13:47:00,,,
6f5ba6e3-d513-4762-96ee-1f6e3b148d70,PC04,crisis_response,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,medium,0.89,67.2,low,women,327920.26,67,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 17%"", ""Benefit 1880 people directly""]","[""Weather conditions""]",2025-03-20 22:56:00,2025-04-10 22:56:00,,,
93c3ecb0-4b3e-4e57-91d0-46561d846e4d,PC04,resource_allocation,Improve education in Ward 2,Recommendation based on AI analysis of ground data,medium,0.79,68.3,high,farmers,353465.55,38,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 31%"", ""Benefit 2296 people directly""]",[],2025-10-14 02:18:00,2025-10-31 02:18:00,2025-11-27 02:18:00,5.0,
a0706147-c885-41ba-abfc-b042924f6d0f,PC04,policy,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,low,0.83,92.8,medium,youth,208577.63,90,in_progress,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 27%"", ""Benefit 2454 people directly""]","[""Stakeholder resistance""]",2025-11-28 08:22:00,2025-12-20 08:22:00,,,
d0587ce0-c6b5-4011-be2e-f68b6a5d0945,PC04,crisis_response,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,high,0.94,83.6,high,women,393819.1,81,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 24%"", ""Benefit 2316 people directly""]",[],2025-11-03 20:11:00,2025-11-10 20:11:00,,,
43372fb0-408c-4c09-b885-819ecf1b09e2,PC04,outreach,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,low,0.89,62.2,low,all,494260.51,14,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 25%"", ""Benefit 4445 people directly""]",[],2025-09-12 05:29:00,2025-09-17 05:29:00,,,
dd7cfcf2-55d0-41b2-af86-8b35aeaad548,PC04,outreach,Improve education in Ward 6,Recommendation based on AI analysis of ground data,high,0.91,91.2,high,farmers,401506.68,54,rejected,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 18%"", ""Benefit 4400 people directly""]","[""Budget constraints""]",2025-10-22 22:14:00,2025-11-13 22:14:00,,,
0b090651-a3c7-4b60-bddd-ed9be64bcd82,PC04,resource_allocation,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,high,0.74,62.2,medium,farmers,134252.44,69,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 32%"", ""Benefit 1501 people directly""]","[""Timeline delays""]",2025-06-18 15:51:00,2025-07-02 15:51:00,,,
02d14f85-a01c-4e6c-a572-ea7d8ca3a683,PC04,outreach,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,high,0.93,86.8,low,women,65318.48,8,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 38%"", ""Benefit 3435 people directly""]",[],2025-12-10 15:36:00,2026-01-02 15:36:00,,,
ce79101b-b197-4ae5-9bf8-1e3d9043ea5f,PC04,resource_allocation,Improve education in Ward 5,Recommendation based on AI analysis of ground data,medium,0.92,78.2,high,farmers,287144.39,87,rejected,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 24%"", ""Benefit 2110 people directly""]","[""Resource availability""]",2025-12-06 18:00:00,2025-12-21 18:00:00,,,
bb4a19b8-3ec6-4bc7-8d17-6a6c755ec420,PC04,policy,Improve education in Ward 4,Recommendation based on AI analysis of ground data,high,0.93,71.0,low,farmers,485541.59,41,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 30%"", ""Benefit 3414 people directly""]","[""Resource availability""]",2025-06-08 11:24:00,2025-07-08 11:24:00,,,
3f749460-b164-4bf4-92b6-4797e19a91b1,PC04,resource_allocation,Improve education in Ward 1,Recommendation based on AI analysis of ground data,high,0.7,74.7,medium,youth,379432.74,87,accepted,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 29%"", ""Benefit 1269 people directly""]","[""Stakeholder resistance""]",2025-11-21 16:25:00,2025-11-23 16:25:00,,,
e9d24e4a-4e2a-4e00-bc7d-fddd633a3ba4,PC04,resource_allocation,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,medium,0.93,86.0,medium,youth,301254.72,33,in_progress,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 26%"", ""Benefit 4259 people directly""]","[""Resource availability""]",2025-04-11 04:42:00,2025-04-13 04:42:00,,,
617ab2ee-b5af-44c2-9243-c002cc215e0d,PC04,resource_allocation,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,medium,0.9,83.4,medium,farmers,214034.58,83,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 34%"", ""Benefit 648 people directly""]",[],2025-05-14 09:07:00,2025-06-03 09:07:00,,,
81a5e709-2563-4999-ab00-c86ef9d497eb,PC04,outreach,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,critical,0.94,74.1,medium,women,335569.04,76,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 37%"", ""Benefit 1081 people directly""]",[],2025-09-23 22:40:00,2025-09-25 22:40:00,,,
f8e4abd9-333f-450e-9ef9-af195eb79f83,PC04,outreach,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,medium,0.9,89.5,low,farmers,304093.51,62,accepted,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 15%"", ""Benefit 1911 people directly""]","[""Timeline delays""]",2025-11-24 13:04:00,2025-12-09 13:04:00,,,
db6ad3e8-9706-4bce-89e7-0c2d93c6fcb3,PC04,crisis_response,Improve education in Ward 3,Recommendation based on AI analysis of ground data,medium,0.84,91.6,low,youth,143206.48,37,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 35%"", ""Benefit 3272 people directly""]","[""Timeline delays""]",2025-03-11 07:58:00,2025-03-23 07:58:00,,,
eee2abf7-f4aa-45ee-8d08-723c2445dc4c,PC04,policy,Improve education in Ward 5,Recommendation based on AI analysis of ground data,low,0.73,92.7,high,all,452406.63,57,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 17%"", ""Benefit 4753 people directly""]","[""Timeline delays""]",2025-09-28 06:13:00,2025-10-16 06:13:00,,,
545dc5ec-c0c6-4a25-843a-867f57c01b51,PC04,resource_allocation,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,medium,0.79,83.8,medium,women,282235.64,54,rejected,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 24%"", ""Benefit 4197 people directly""]",[],2025-10-01 09:24:00,2025-10-12 09:24:00,,,
a1dbe1a8-227d-4a58-8bc6-a9805fff6417,PC04,policy,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,low,0.74,64.0,low,all,409071.23,82,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 20%"", ""Benefit 3613 people directly""]","[""Stakeholder resistance""]",2025-12-03 17:31:00,2025-12-11 17:31:00,,,
15039a8b-d288-47bb-a81f-8582678209f6,PC04,policy,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,critical,0.77,83.7,medium,youth,72579.44,86,accepted,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 40%"", ""Benefit 3908 people directly""]","[""Weather conditions""]",2025-05-02 18:00:00,2025-05-16 18:00:00,,,
726c641b-3a7f-4b97-9ea8-129e4a0bc747,PC04,resource_allocation,Improve education in Ward 4,Recommendation based on AI analysis of ground data,low,0.86,86.3,low,all,69259.21,8,completed,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 40%"", ""Benefit 3402 people directly""]","[""Budget constraints""]",2025-12-25 14:43:00,2026-01-04 14:43:00,2026-03-06 14:43:00,3.0,
875e2542-b4d5-4bcc-9c3e-d5529ec08f6b,PC04,resource_allocation,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,medium,0.84,94.6,medium,farmers,303097.9,74,in_progress,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 33%"", ""Benefit 3286 people directly""]",[],2025-02-23 18:46:00,2025-03-07 18:46:00,,,
35a8d842-0231-4363-8677-37582ddc8b94,PC05,resource_allocation,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,low,0.76,81.2,medium,farmers,98173.34,52,completed,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 34%"", ""Benefit 2967 people directly""]","[""Budget constraints""]",2025-11-15 07:42:00,2025-12-13 07:42:00,2026-02-01 07:42:00,3.0,
1eaa64c3-7092-406d-b8d9-81c2c23c34cd,PC05,outreach,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,high,0.81,91.9,low,women,457109.33,60,completed,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 18%"", ""Benefit 1887 people directly""]",[],2025-12-29 00:05:00,2026-01-08 00:05:00,2026-02-15 00:05:00,5.0,
7e604c1b-01ce-4651-855b-75ae66ef1a89,PC05,resource_allocation,Improve education in Ward 4,Recommendation based on AI analysis of ground data,medium,0.73,62.9,high,all,93967.15,41,accepted,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 21%"", ""Benefit 4553 people directly""]",[],2025-07-30 11:53:00,2025-07-31 11:53:00,,,
f716272a-0446-430f-ac02-e65e3c7a2bcb,PC05,outreach,Improve healthcare in Ward 2,Recommendation based on AI analysis of ground data,high,0.81,68.6,low,all,303760.01,34,accepted,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 18%"", ""Benefit 2836 people directly""]","[""Stakeholder resistance""]",2025-02-14 14:42:00,2025-03-16 14:42:00,,,
644e4e42-e541-445d-b500-d7db85d58095,PC05,policy,Improve infrastructure in Ward 6,Recommendation based on AI analysis of ground data,high,0.74,82.6,high,all,372005.54,48,in_progress,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 37%"", ""Benefit 2345 people directly""]","[""Weather conditions""]",2025-02-09 23:51:00,2025-03-06 23:51:00,,,
8d1e2edb-a373-4214-a2c9-ac1fbb3ddfc5,PC05,resource_allocation,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,high,0.8,74.0,high,all,456498.29,10,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 39%"", ""Benefit 618 people directly""]",[],2025-02-03 14:07:00,2025-02-05 14:07:00,2025-03-06 14:07:00,4.0,
